date,actual_price,fitted_price,residual,is_forecast,lower_95,upper_95
2020-10-31,10.1,10.104955297527091,-0.004955297527091673,False,,
2020-11-30,10.3,10.493549142634208,-0.19354914263420753,False,,
2020-12-31,11.0,10.807383087979655,0.1926169120203447,False,,
2021-01-31,10.9,10.958874262599181,-0.05887426259918094,False,,
2021-02-28,10.9,10.930848014071477,-0.03084801407147708,False,,
2021-03-31,10.9,10.737147064618755,0.16285293538124535,False,,
2021-04-30,10.4,10.448476815087911,-0.04847681508791091,False,,
2021-05-31,9.84,10.138812527709524,-0.29881252770952393,False,,
2021-06-30,10.0,9.920418631976355,0.07958136802364457,False,,
2021-07-31,10.1,9.8523242102365,0.24767578976350002,False,,
2021-08-31,10.3,9.975502412769611,0.3244975872303897,False,,
2021-09-30,10.2,10.257160920416258,-0.05716092041625842,False,,
2021-10-31,10.1,10.649979058206434,-0.5499790582064339,False,,
2021-11-30,11.2,11.038900048075202,0.16109995192479687,False,,
2021-12-31,11.4,11.353790928027118,0.04620907197288204,False,,
2022-01-31,11.5,11.506777800496579,-0.006777800496578834,False,,
2022-02-28,11.8,11.48013480745522,0.3198651925447802,False,,
2022-03-31,11.5,11.287609220364718,0.21239077963528175,False,,
2022-04-30,10.7,10.999424147816763,-0.2994241478167634,False,,
2022-05-31,10.7,10.689451665947756,0.010548334052243646,False,,
2022-06-30,10.4,10.470055935064023,-0.07005593506402263,False,,
2022-07-31,10.5,10.400479105033005,0.09952089496699479,False,,
2022-08-31,10.4,10.522128494072897,-0.12212849407289639,False,,
2022-09-30,10.8,10.802663847415726,-0.002663847415725229,False,,
2022-10-31,11.0,11.195003359431645,-0.19500335943164515,False,,
2022-11-30,11.6,11.5842451339219,0.015754866078099283,False,,
2022-12-31,11.6,11.900187985308055,-0.3001879853080549,False,,
2023-01-31,12.1,12.05466858689948,0.045331413100520024,False,,
2023-02-28,11.7,12.02941011960128,-0.3294101196012811,False,,
2023-03-31,12.0,11.838064316461237,0.1619356835387631,False,,
2023-04-30,11.5,11.550370583956616,-0.05037058395661553,False,,
2023-05-31,11.2,11.240096501387058,-0.040096501387058225,False,,
2023-06-30,10.9,11.019703826141734,-0.11970382614173403,False,,
2023-07-31,11.4,10.948646735448017,0.4513532645519831,False,,
2023-08-31,11.1,11.068765921859217,0.031234078140782273,False,,
2023-09-30,11.5,11.348173765370259,0.1518262346297412,False,,
2023-10-31,11.8,11.740028256013051,0.05997174398694938,False,,
2023-11-30,12.2,12.129584449051666,0.07041555094833285,False,,
2023-12-31,12.8,12.446574289243413,0.35342571075658746,False,,
2024-01-31,12.6,12.602546623602041,-0.00254662360204172,False,,
2024-02-29,12.4,12.575002272638834,-0.1750022726388334,False,,
2024-03-31,12.7,12.380130404150673,0.31986959584932606,False,,
2024-04-30,12.1,12.090981149670828,0.009018850329171713,False,,
2024-05-31,11.4,11.781631644873007,-0.38163164487300705,False,,
2024-06-30,11.5,11.56424445655026,-0.06424445655025934,False,,
2024-07-31,11.6,11.497634563312616,0.10236543668738385,False,,
2024-08-31,11.5,11.622340161927784,-0.12234016192778441,False,,
2024-09-30,11.8,11.905117447577336,-0.1051174475773351,False,,
2024-10-01,,11.916654555062216,,True,11.522577334481047,12.310731775643385
2024-11-01,,12.31176958206037,,True,11.900991891434067,12.722547272686672
2024-12-01,,12.698991369493381,,True,12.272051933662109,13.125930805324654
2025-01-01,,13.008548337023912,,True,12.564908431147504,13.45218824290032
2025-02-01,,13.154037586763563,,True,12.69369721084202,13.614377962685106
2025-03-01,,13.12049153016751,,True,12.645066858721329,13.59591620161369
2025-04-01,,12.922133780684046,,True,12.43000863919273,13.414258922175362
2025-05-01,,12.631584631581598,,True,12.123297744885313,13.139871518277882
2025-06-01,,12.323218944236984,,True,11.798231587495565,12.848206300978404
2025-07-01,,12.108880925063733,,True,11.567731823117345,12.650030027010121
2025-08-01,,12.046737063839753,,True,11.48888749184823,12.604586635831277
2025-09-01,,12.176016063873641,,True,11.601466021836982,12.7505661059103
