date,actual_price,fitted_price,residual,is_forecast,lower_95,upper_95
2020-10-31,10.1,10.104955297527095,-0.004955297527095226,False,,
2020-11-30,10.3,10.493549142634212,-0.19354914263421108,False,,
2020-12-31,11.0,10.807383087979659,0.19261691202034115,False,,
2021-01-31,10.9,10.958874262599185,-0.05887426259918449,False,,
2021-02-28,10.9,10.930848014071481,-0.030848014071480634,False,,
2021-03-31,10.9,10.73714706461876,0.16285293538124002,False,,
2021-04-30,10.4,10.448476815087915,-0.04847681508791446,False,,
2021-05-31,9.84,10.13881252770953,-0.29881252770952926,False,,
2021-06-30,10.0,9.92041863197636,0.07958136802363924,False,,
2021-07-31,10.1,9.852324210236503,0.24767578976349647,False,,
2021-08-31,10.3,9.975502412769615,0.32449758723038613,False,,
2021-09-30,10.2,10.257160920416261,-0.05716092041626197,False,,
2021-10-31,10.1,10.649979058206437,-0.5499790582064374,False,,
2021-11-30,11.2,11.038900048075206,0.16109995192479332,False,,
2021-12-31,11.4,11.353790928027124,0.046209071972876714,False,,
2022-01-31,11.5,11.506777800496582,-0.006777800496582387,False,,
2022-02-28,11.8,11.480134807455226,0.31986519254477486,False,,
2022-03-31,11.5,11.287609220364724,0.21239077963527642,False,,
2022-04-30,10.7,10.999424147816768,-0.29942414781676874,False,,
2022-05-31,10.7,10.689451665947761,0.010548334052238317,False,,
2022-06-30,10.4,10.470055935064028,-0.07005593506402796,False,,
2022-07-31,10.5,10.40047910503301,0.09952089496698946,False,,
2022-08-31,10.4,10.522128494072902,-0.12212849407290172,False,,
2022-09-30,10.8,10.802663847415731,-0.002663847415730558,False,,
2022-10-31,11.0,11.19500335943165,-0.19500335943165048,False,,
2022-11-30,11.6,11.58424513392191,0.0157548660780904,False,,
2022-12-31,11.6,11.90018798530806,-0.30018798530806023,False,,
2023-01-31,12.1,12.054668586899485,0.045331413100514695,False,,
2023-02-28,11.7,12.029410119601287,-0.3294101196012882,False,,
2023-03-31,12.0,11.838064316461244,0.16193568353875598,False,,
2023-04-30,11.5,11.55037058395662,-0.05037058395662086,False,,
2023-05-31,11.2,11.240096501387065,-0.04009650138706533,False,,
2023-06-30,10.9,11.01970382614174,-0.11970382614173936,False,,
2023-07-31,11.4,10.948646735448023,0.4513532645519778,False,,
2023-08-31,11.1,11.068765921859224,0.031234078140775168,False,,
2023-09-30,11.5,11.348173765370266,0.1518262346297341,False,,
2023-10-31,11.8,11.740028256013058,0.05997174398694227,False,,
2023-11-30,12.2,12.129584449051674,0.07041555094832574,False,,
2023-12-31,12.8,12.44657428924342,0.35342571075658036,False,,
2024-01-31,12.6,12.602546623602048,-0.0025466236020488253,False,,
2024-02-29,12.4,12.575002272638839,-0.17500227263883872,False,,
2024-03-31,12.7,12.38013040415068,0.31986959584931896,False,,
2024-04-30,12.1,12.090981149670835,0.009018850329164607,False,,
2024-05-31,11.4,11.781631644873015,-0.38163164487301415,False,,
2024-06-30,11.5,11.564244456550268,-0.06424445655026823,False,,
2024-07-31,11.6,11.497634563312623,0.10236543668737674,False,,
2024-08-31,11.5,11.622340161927792,-0.12234016192779151,False,,
2024-09-30,11.8,11.905117447577343,-0.1051174475773422,False,,
2024-10-01,,11.916654555062223,,True,11.522577334481054,12.310731775643392
2024-11-01,,12.311769582060377,,True,11.900991891434074,12.722547272686679
2024-12-01,,12.698991369493388,,True,12.272051933662116,13.12593080532466
2025-01-01,,13.00854833702392,,True,12.564908431147511,13.452188242900327
2025-02-01,,13.15403758676357,,True,12.693697210842029,13.614377962685111
2025-03-01,,13.12049153016752,,True,12.64506685872134,13.5959162016137
2025-04-01,,12.922133780684055,,True,12.43000863919274,13.41425892217537
2025-05-01,,12.631584631581607,,True,12.123297744885322,13.139871518277891
2025-06-01,,12.323218944236995,,True,11.798231587495575,12.848206300978415
2025-07-01,,12.108880925063742,,True,11.567731823117354,12.65003002701013
2025-08-01,,12.04673706383976,,True,11.488887491848237,12.604586635831284
2025-09-01,,12.17601606387365,,True,11.601466021836991,12.750566105910309
